STE2_Level,STE2_ID,STE1_Level,STE1_ID,OrganismRowID,LastUpdateDate,EndDate,OrganismCode,CommonName,FinalID,ParentOrganismFinalID,ParentOrganismCode,Active,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,GenusComplex,Genus,SpeciesComplex,Species,Subspecies,Variety,TaxonomicLevelCode,OrganismGroup,OrganismCategory1,OrganismCategory2,OrganismType1,OrganismType2,OrganismType3,OrganismType4,TaxaList,LifeStageDefault,TaxonomicAuthority,CaliforniaTaxon,EnterDate,DateFinalIDRevised,FinalIDAuthority,Source,OrganismComments,RLSID
Genus,Nodocion,Family,Gnaphosidae,,,,,,Nodocion mateonus,Nodocion,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Nodocion,,Nodocion mateonus,,,60,,,,,,,,0,A,Chamberlin,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Nodocion,Family,Gnaphosidae,,,,,,Nodocion rufithoracicus,Nodocion,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Nodocion,,Nodocion rufithoracicus,,,60,,,,,,,,0,A,Worley,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Nodocion,Family,Gnaphosidae,,,,,,Nodocion utus,Nodocion,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Nodocion,,Nodocion utus,,,60,,,,,,,,0,A,(Chamberlin),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Nodocion,Family,Gnaphosidae,,,,,,Nodocion voluntarius,Nodocion,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Nodocion,,Nodocion voluntarius,,,60,,,,,,,,0,A,(Chamberlin),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Orodrassus,Family,Gnaphosidae,,,,,,Orodrassus,Gnaphosidae,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Orodrassus,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Orodrassus,Family,Gnaphosidae,,,,,,Orodrassus assimilis,Orodrassus,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Orodrassus,,Orodrassus assimilis,,,60,,,,,,,,0,A,(Banks),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Orodrassus,Family,Gnaphosidae,,,,,,Orodrassus coloradensis,Orodrassus,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Orodrassus,,Orodrassus coloradensis,,,60,,,,,,,,0,A,(Emerton),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Scopoides,Family,Gnaphosidae,,,,,,Scopoides,Gnaphosidae,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Scopoides,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Scopoides,Family,Gnaphosidae,,,,,,Scopoides catharius,Scopoides,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Scopoides,,Scopoides catharius,,,60,,,,,,,,0,A,Chamberlin,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Scopoides,Family,Gnaphosidae,,,,,,Scopoides gertschi,Scopoides,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Scopoides,,Scopoides gertschi,,,60,,,,,,,,0,A,Platnick,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Scopoides,Family,Gnaphosidae,,,,,,Scopoides kastoni,Scopoides,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Scopoides,,Scopoides kastoni,,,60,,,,,,,,0,A,Platnick & Shadab,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Scopoides,Family,Gnaphosidae,,,,,,Scopoides naturalisticum,Scopoides,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Scopoides,,Scopoides naturalisticum,,,60,,,,,,,,0,A,(Chamberlin),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Scopoides,Family,Gnaphosidae,,,,,,Scopoides nesiotes,Scopoides,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Scopoides,,Scopoides nesiotes,,,60,,,,,,,,0,A,(Chamberlin),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Scotophaeus,Family,Gnaphosidae,,,,,,Scotophaeus bIackwalli,Scotophaeus,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Scotophaeus,,Scotophaeus bIackwalli,,,60,,,,,,,,0,A,(Thorell),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Sergiolus,Family,Gnaphosidae,,,,,,Sergiolus,Gnaphosidae,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Sergiolus,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Sergiolus,Family,Gnaphosidae,,,,,,Sergiolus angustus,Sergiolus,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Sergiolus,,Sergiolus angustus,,,60,,,,,,,,0,A,(Banks),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Sergiolus,Family,Gnaphosidae,,,,,,Sergiolus columbianus,Sergiolus,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Sergiolus,,Sergiolus columbianus,,,60,,,,,,,,0,A,(Emerton),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Sergiolus,Family,Gnaphosidae,,,,,,Sergiolus gertschi,Sergiolus,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Sergiolus,,Sergiolus gertschi,,,60,,,,,,,,0,A,Platnick & Shadab,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Sergiolus,Family,Gnaphosidae,,,,,,Sergiolus montanus,Sergiolus,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Sergiolus,,Sergiolus montanus,,,60,,,,,,,,0,A,(Emerton),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Sosticus,Family,Gnaphosidae,,,,,,Sosticus,Gnaphosidae,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Sosticus,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Sosticus,Family,Gnaphosidae,,,,,,Sosticus californicus,Sosticus,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Sosticus,,Sosticus californicus,,,60,,,,,,,,0,A,Platnick & Shadab,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Synaphosus,Family,Gnaphosidae,,,,,,Synaphosus,Gnaphosidae,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Synaphosus,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Synaphosus,Family,Gnaphosidae,,,,,,Synaphosus syntheticus,Synaphosus,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Synaphosus,,Synaphosus syntheticus,,,60,,,,,,,,0,A,(Chamberlin),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Talanites,Family,Gnaphosidae,,,,,,Talanites,Gnaphosidae,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Talanites,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Trachyzelotes,Family,Gnaphosidae,,,,,,Trachyzelotes,Gnaphosidae,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Trachyzelotes,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Trachyzelotes,Family,Gnaphosidae,,,,,,Trachyzelotes barbatus,Trachyzelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Trachyzelotes,,Trachyzelotes barbatus,,,60,,,,,,,,0,A,(L. Koch),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Trachyzelotes,Family,Gnaphosidae,,,,,,Trachyzelotes jaxartensis,Trachyzelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Trachyzelotes,,Trachyzelotes jaxartensis,,,60,,,,,,,,0,A,(Kroneberg),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Trachyzelotes,Family,Gnaphosidae,,,,,,Trachyzelotes lyonneti,Trachyzelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Trachyzelotes,,Trachyzelotes lyonneti,,,60,,,,,,,,0,A,(Audouin),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Urozelotes,Family,Gnaphosidae,,,,,,Urozelotes,Gnaphosidae,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Urozelotes,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Urozelotes,Family,Gnaphosidae,,,,,,Urozelotes rusticus,Urozelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Urozelotes,,Urozelotes rusticus,,,60,,,,,,,,0,A,(L. Koch),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes,Gnaphosidae,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes pallidus,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes pallidus,,,60,,,,,,,,0,A,(O.P. -Cambri dge),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes anglo,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes anglo,,,60,,,,,,,,0,A,Gertsch & Riechert,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes anthereus,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes anthereus,,,60,,,,,,,,0,A,Chamberlin,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes cayucos,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes cayucos,,,60,,,,,,,,0,A,Platnick & Shadab,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes cruz,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes cruz,,,60,,,,,,,,0,A,Platnick & Shadab,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes discens,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes discens,,,60,,,,,,,,0,A,.Chamberlin,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes foresta,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes foresta,,,60,,,,,,,,0,A,Platnick & Shadab,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes fratris,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes fratris,,,60,,,,,,,,0,A,Chamberlin,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes funestus,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes funestus,,,60,,,,,,,,0,A,(Keyserling),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes gabriel,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes gabriel,,,60,,,,,,,,0,A,Platnick & Shadab,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes griswoldi,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes griswoldi,,,60,,,,,,,,0,A,Platnick & Shadab,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes grovus,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes grovus,,,60,,,,,,,,0,A,Platnick & Shadab,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes gynethus,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes gynethus,,,60,,,,,,,,0,A,Chamberlin,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes hentzi,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes hentzi,,,60,,,,,,,,0,A,Barrows,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes icenoglei,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes icenoglei,,,60,,,,,,,,0,A,Platnick & Shadab,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes inglenook,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes inglenook,,,60,,,,,,,,0,A,Platnick & Shadab,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes josephine,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes josephine,,,60,,,,,,,,0,A,Platnick & Shadab,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes laetus,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes laetus,,,60,,,,,,,,0,A,(O.P.-Cambridge),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes lasalanus,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes lasalanus,,,60,,,,,,,,0,A,Chamberlin,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes mesa,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes mesa,,,60,,,,,,,,0,A,Platnick & Shadab,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes monachus,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes monachus,,,60,,,,,,,,0,A,Chamberlin,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes nilicola,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes nilicola,,,60,,,,,,,,0,A,(O.P.-Cambridge),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes perditus,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes perditus,,,60,,,,,,,,0,A,Chamberlin,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes petrophilus,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes petrophilus,,,60,,,,,,,,0,A,Chamberlin,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes piercy,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes piercy,,,60,,,,,,,,0,A,Platnick & Shadab,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes pinos,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes pinos,,,60,,,,,,,,0,A,Platnick & Shadab,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes puritanus,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes puritanus,,,60,,,,,,,,0,A,Chamberlin,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes tulare,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes tulare,,,60,,,,,,,,0,A,Platnick & Shadab,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes tuobus,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes tuobus,,,60,,,,,,,,0,A,Platnick & Shadab,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes viola,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes viola,,,60,,,,,,,,0,A,Platnick & Shadab,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Zelotes,Family,Gnaphosidae,,,,,,Zelotes yosemite,Zelotes,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,Zelotes,,Zelotes yosemite,,,60,,,,,,,,0,A,Platnick & Shadab,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,0,Family,Gnaphosidae,,,,,,Gnaphosidae,Araneae,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Gnaphosidae,,,,,,,,,40,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Calymmaria,Family,Hahniidae,,,,,,Calymmaria,Hahniidae,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,Calymmaria,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Calymmaria,Family,Hahniidae,,,,,,Calymmaria aspenola,Calymmaria,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,Calymmaria,,Calymmaria aspenola,,,60,,,,,,,,0,A,Chamberlin & Ivie,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Calymmaria,Family,Hahniidae,,,,,,Calymmaria californica,Calymmaria,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,Calymmaria,,Calymmaria californica,,,60,,,,,,,,0,A,(Banks),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Calymmaria,Family,Hahniidae,,,,,,Calymmaria lora,Calymmaria,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,Calymmaria,,Calymmaria lora,,,60,,,,,,,,0,A,Chamberlin & Ivie,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Calymmaria,Family,Hahniidae,,,,,,Calymmaria monicae,Calymmaria,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,Calymmaria,,Calymmaria monicae,,,60,,,,,,,,0,A,Chamberlin & Ivie,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Calymmaria,Family,Hahniidae,,,,,,Calymmaria shastae,Calymmaria,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,Calymmaria,,Calymmaria shastae,,,60,,,,,,,,0,A,Chamberlin & Ivie,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Calyrnmaria,Family,Hahniidae,,,,,,Calyrnmaria suprema,Calyrnmaria,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,Calyrnmaria,,Calyrnmaria suprema,,,60,,,,,,,,0,A,Chamberlin & Ivie,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Dirksia,Family,Hahniidae,,,,,,Dirksia,Hahniidae,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,Dirksia,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Dirksia,Family,Hahniidae,,,,,,Dirksia cinctipes,Dirksia,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,Dirksia,,Dirksia cinctipes,,,60,,,,,,,,0,A,(Banks),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Ethobuella,Family,Hahniidae,,,,,,Ethobuella,Hahniidae,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,Ethobuella,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Ethobuella,Family,Hahniidae,,,,,,Ethobuella hespera,Ethobuella,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,Ethobuella,,Ethobuella hespera,,,60,,,,,,,,0,A,Chamberlin & Ivie,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Hahnia,Family,Hahniidae,,,,,,Hahnia,Hahniidae,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,Hahnia,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Hahnia,Family,Hahniidae,,,,,,Hahnia sanjuanensis,Hahnia,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,Hahnia,,Hahnia sanjuanensis,,,60,,,,,,,,0,A,Exline,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Neoantistea,Family,Hahniidae,,,,,,Neoantistea,Hahniidae,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,Neoantistea,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Neoantistea,Family,Hahniidae,,,,,,Neoantistea agilis,Neoantistea,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,Neoantistea,,Neoantistea agilis,,,60,,,,,,,,0,A,(Keyserling),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Neoantistea,Family,Hahniidae,,,,,,Neoantistea magna,Neoantistea,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,Neoantistea,,Neoantistea magna,,,60,,,,,,,,0,A,(Keyserling),-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Neoantistea,Family,Hahniidae,,,,,,Neoantistea santana,Neoantistea,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,Neoantistea,,Neoantistea santana,,,60,,,,,,,,0,A,Chamberlin & Ivie,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Willisus,Family,Hahniidae,,,,,,Willisus,Hahniidae,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,Willisus,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Willisus,Family,Hahniidae,,,,,,Willisus gertschi,Willisus,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,Willisus,,Willisus gertschi,,,60,,,,,,,,0,A,Roth,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,0,Family,Hahniidae,,,,,,Hahniidae,Araneae,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Hahniidae,,,,,,,,,40,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Homalonychus,Family,Homalonychidae,,,,,,Homalonychus,Homalonychidae,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Homalonychidae,,,,Homalonychus,,,,,50,,,,,,,,0,A,,-1,,,CSUMB-WEE,CSUMB-WEE,,
Genus,Homalonychus,Family,Homalonychidae,,,,,,Homalonychus selenopoides,Homalonychus,,-1,Arthropoda,Chelicerata,,Euchelicerata,Arachnida,,Araneae,,,Homalonychidae,,,,Homalonychus,,Homalonychus selenopoides,,,60,,,,,,,,0,A,Marx,-1,,,CSUMB-WEE,CSUMB-WEE,,
